D:\Electrical-comminucation\fall402\deep\DL_HW3 (1)\DL_HW3_SDC\IMG\center_2023_12_21_15_38_03_323.jpg,D:\Electrical-comminucation\fall402\deep\DL_HW3 (1)\DL_HW3_SDC\IMG\left_2023_12_21_15_38_03_323.jpg,D:\Electrical-comminucation\fall402\deep\DL_HW3 (1)\DL_HW3_SDC\IMG\right_2023_12_21_15_38_03_323.jpg,0,0,0,2.348203E-05
D:\Electrical-comminucation\fall402\deep\DL_HW3 (1)\DL_HW3_SDC\IMG\center_2023_12_21_15_38_03_384.jpg,D:\Electrical-comminucation\fall402\deep\DL_HW3 (1)\DL_HW3_SDC\IMG\left_2023_12_21_15_38_03_384.jpg,D:\Electrical-comminucation\fall402\deep\DL_HW3 (1)\DL_HW3_SDC\IMG\right_2023_12_21_15_38_03_384.jpg,0,0,0,1.413555E-05
D:\Electrical-comminucation\fall402\deep\DL_HW3 (1)\DL_HW3_SDC\IMG\center_2023_12_21_15_38_03_455.jpg,D:\Electrical-comminucation\fall402\deep\DL_HW3 (1)\DL_HW3_SDC\IMG\left_2023_12_21_15_38_03_455.jpg,D:\Electrical-comminucation\fall402\deep\DL_HW3 (1)\DL_HW3_SDC\IMG\right_2023_12_21_15_38_03_455.jpg,0,0,0,2.99313E-06
D:\Electrical-comminucation\fall402\deep\DL_HW3 (1)\DL_HW3_SDC\IMG\center_2023_12_21_15_38_03_526.jpg,D:\Electrical-comminucation\fall402\deep\DL_HW3 (1)\DL_HW3_SDC\IMG\left_2023_12_21_15_38_03_526.jpg,D:\Electrical-comminucation\fall402\deep\DL_HW3 (1)\DL_HW3_SDC\IMG\right_2023_12_21_15_38_03_526.jpg,0,0,0,1.41144E-05
D:\Electrical-comminucation\fall402\deep\DL_HW3 (1)\DL_HW3_SDC\IMG\center_2023_12_21_15_38_03_604.jpg,D:\Electrical-comminucation\fall402\deep\DL_HW3 (1)\DL_HW3_SDC\IMG\left_2023_12_21_15_38_03_604.jpg,D:\Electrical-comminucation\fall402\deep\DL_HW3 (1)\DL_HW3_SDC\IMG\right_2023_12_21_15_38_03_604.jpg,0,0,0,1.407312E-05
D:\Electrical-comminucation\fall402\deep\DL_HW3 (1)\DL_HW3_SDC\IMG\center_2023_12_21_15_38_03_679.jpg,D:\Electrical-comminucation\fall402\deep\DL_HW3 (1)\DL_HW3_SDC\IMG\left_2023_12_21_15_38_03_679.jpg,D:\Electrical-comminucation\fall402\deep\DL_HW3 (1)\DL_HW3_SDC\IMG\right_2023_12_21_15_38_03_679.jpg,0,0,0,6.548451E-06
D:\Electrical-comminucation\fall402\deep\DL_HW3 (1)\DL_HW3_SDC\IMG\center_2023_12_21_15_38_03_747.jpg,D:\Electrical-comminucation\fall402\deep\DL_HW3 (1)\DL_HW3_SDC\IMG\left_2023_12_21_15_38_03_747.jpg,D:\Electrical-comminucation\fall402\deep\DL_HW3 (1)\DL_HW3_SDC\IMG\right_2023_12_21_15_38_03_747.jpg,0,0,0,3.571135E-06
D:\Electrical-comminucation\fall402\deep\DL_HW3 (1)\DL_HW3_SDC\IMG\center_2023_12_21_15_38_03_825.jpg,D:\Electrical-comminucation\fall402\deep\DL_HW3 (1)\DL_HW3_SDC\IMG\left_2023_12_21_15_38_03_825.jpg,D:\Electrical-comminucation\fall402\deep\DL_HW3 (1)\DL_HW3_SDC\IMG\right_2023_12_21_15_38_03_825.jpg,0,0,0,1.799899E-05
D:\Electrical-comminucation\fall402\deep\DL_HW3 (1)\DL_HW3_SDC\IMG\center_2023_12_21_15_38_03_891.jpg,D:\Electrical-comminucation\fall402\deep\DL_HW3 (1)\DL_HW3_SDC\IMG\left_2023_12_21_15_38_03_891.jpg,D:\Electrical-comminucation\fall402\deep\DL_HW3 (1)\DL_HW3_SDC\IMG\right_2023_12_21_15_38_03_891.jpg,0,0,0,1.21762E-05
D:\Electrical-comminucation\fall402\deep\DL_HW3 (1)\DL_HW3_SDC\IMG\center_2023_12_21_15_38_03_979.jpg,D:\Electrical-comminucation\fall402\deep\DL_HW3 (1)\DL_HW3_SDC\IMG\left_2023_12_21_15_38_03_979.jpg,D:\Electrical-comminucation\fall402\deep\DL_HW3 (1)\DL_HW3_SDC\IMG\right_2023_12_21_15_38_03_979.jpg,0,0,0,4.197358E-06
D:\Electrical-comminucation\fall402\deep\DL_HW3 (1)\DL_HW3_SDC\IMG\center_2023_12_21_15_38_04_046.jpg,D:\Electrical-comminucation\fall402\deep\DL_HW3 (1)\DL_HW3_SDC\IMG\left_2023_12_21_15_38_04_046.jpg,D:\Electrical-comminucation\fall402\deep\DL_HW3 (1)\DL_HW3_SDC\IMG\right_2023_12_21_15_38_04_046.jpg,0,0,0,5.293157E-06
D:\Electrical-comminucation\fall402\deep\DL_HW3 (1)\DL_HW3_SDC\IMG\center_2023_12_21_15_38_04_129.jpg,D:\Electrical-comminucation\fall402\deep\DL_HW3 (1)\DL_HW3_SDC\IMG\left_2023_12_21_15_38_04_129.jpg,D:\Electrical-comminucation\fall402\deep\DL_HW3 (1)\DL_HW3_SDC\IMG\right_2023_12_21_15_38_04_129.jpg,0,0,0,2.730504E-05
D:\Electrical-comminucation\fall402\deep\DL_HW3 (1)\DL_HW3_SDC\IMG\center_2023_12_21_15_38_04_217.jpg,D:\Electrical-comminucation\fall402\deep\DL_HW3 (1)\DL_HW3_SDC\IMG\left_2023_12_21_15_38_04_217.jpg,D:\Electrical-comminucation\fall402\deep\DL_HW3 (1)\DL_HW3_SDC\IMG\right_2023_12_21_15_38_04_217.jpg,0,0,0,8.761481E-06
